"","segment","from","to","text"
"930",930,00:38:38,00:38:40,"在漏"
"931",931,00:38:40,00:38:42,"这有趣下一张"
"932",932,00:38:42,00:38:44,"其实"
"933",933,00:38:44,00:38:46,"税你知道"
"934",934,00:38:46,00:38:48,"我大概有几个地方要改"
"935",935,00:38:48,00:38:50,"第一个过去是累进税反正"
"936",936,00:38:50,00:38:52,"所有的收入都合成一包"
"937",937,00:38:52,00:38:54,"其实应该慢慢分离课税"
"938",938,00:38:54,00:38:56,"劳动的跟资本的要分开"
"939",939,00:38:56,00:38:58,"因为用钱赚钱"
"940",940,00:38:58,00:39:00,"像21世纪资本"
"941",941,00:39:00,00:39:02,"论讲的用钱赚钱"
"942",942,00:39:02,00:39:04,"比用劳力赚钱快"
"943",943,00:39:04,00:39:06,"所以平物悬殊会越厉害"
"944",944,00:39:06,00:39:08,"理论上如果是我劳动所得"
"945",945,00:39:08,00:39:10,"我的税不应该那么高"
"946",946,00:39:10,00:39:12,"可是一般把他混在一起的时候"
"947",947,00:39:12,00:39:14,"这个就会变得不公平"
"948",948,00:39:14,00:39:16,"所以你看看"
"949",949,00:39:16,00:39:18,"你想想看"
"950",950,00:39:18,00:39:20,"我们的税率很高"
"951",951,00:39:20,00:39:22,"真的收到的税比其他国家都少"
"952",952,00:39:22,00:39:26,"那个薪水阶级有办法逃税吗"
"953",953,00:39:26,00:39:28,"不可能太难"
"954",954,00:39:28,00:39:30,"所以表示说开公司"
"955",955,00:39:30,00:39:32,"用资本在赚钱"
"956",956,00:39:32,00:39:34,"他有很多税制没有收到"
"957",957,00:39:34,00:39:36,"从统计数字上看"
"958",958,00:39:36,00:39:38,"就是这样"
"959",959,00:39:38,00:39:40,"在表示说什么"
"960",960,00:39:40,00:39:42,"我国的税制恐怕要再减少一遍"
"961",961,00:39:42,00:39:44,"不然要出现那个"
"962",962,00:39:44,00:39:46,"一定是税制收税的不公平"
"963",963,00:39:46,00:39:48,"所以我们是这样"
"964",964,00:39:48,00:39:50,"我们觉得公平分配税收"
"965",965,00:39:50,00:39:52,"要确保不同收入"
"966",966,00:39:52,00:39:54,"来承担合理的负担"
"967",967,00:39:54,00:39:56,"意思就是说劳动所得的税"
"968",968,00:39:56,00:39:58,"应该低一点"
"969",969,00:39:58,00:40:00,"资本所得税应该高一点"
"970",970,00:40:00,00:40:02,"那"
"971",971,00:40:02,00:40:04,"我们的税制"
"972",972,00:40:04,00:40:06,"最重要的数字"
"973",973,00:40:06,00:40:08,"就是"
"974",974,00:40:08,00:40:10,"当年"
"975",975,00:40:10,00:40:12,"现场宣传"
"976",976,00:40:12,00:40:14,"新的货品"
"977",977,00:40:14,00:40:16,"是什么"
"978",978,00:40:16,00:40:18,"是什么"
"979",979,00:40:18,00:40:20,"是什么"
"980",980,00:40:20,00:40:22,"是什么意义"
"981",981,00:40:22,00:40:24,"那也"
"982",982,00:40:24,00:40:26,"要怎么"
"983",983,00:40:26,00:40:28,"那"
"984",984,00:40:28,00:40:30,"这事实上"
"985",985,00:40:30,00:40:32,"我们的税制"
"986",986,00:40:32,00:40:34,"是什么"
"987",987,00:40:34,00:40:36,"还有"
"988",988,00:40:36,00:40:38,"这种财务"
"989",989,00:40:38,00:40:40,"这种过程"
"990",990,00:40:40,00:40:42,"是什么"
"991",991,00:40:42,00:40:44,"是什么"
"992",992,00:40:44,00:40:46,"是什么"
"993",993,00:40:46,00:40:48,"为什么"
"994",994,00:40:48,00:40:50,"我们在当年"
"995",995,00:40:50,00:40:52,"贵银化"
"996",996,00:40:52,00:40:54,"就有意义"
"997",997,00:40:54,00:40:56,"要去做"
"998",998,00:40:56,00:40:58,"到这一步"
"999",999,00:40:58,00:41:00,"明年"
"1000",1000,00:41:00,00:41:02,"所以这个要解决了"
"1001",1001,00:41:02,00:41:04,"如果有这种"
"1002",1002,00:41:04,00:41:06,"找到替代"
"1003",1003,00:41:06,00:41:08,"其实这种印花税"
"1004",1004,00:41:08,00:41:10,"这种"
"1005",1005,00:41:10,00:41:12,"不合时宜的税是应该贵掉"
"1006",1006,00:41:12,00:41:14,"另外"
"1007",1007,00:41:14,00:41:16,"这有一件事情"
"1008",1008,00:41:16,00:41:18,"2023年开始全世界有个规定"
"1009",1009,00:41:18,00:41:20,"跨国的这种"
"1010",1010,00:41:20,00:41:22,"规定"
"1011",1011,00:41:22,00:41:24,"跨国公司的"
"1012",1012,00:41:24,00:41:26,"企业"
"1013",1013,00:41:26,00:41:28,"营业所得税最少要扣"
"1014",1014,00:41:28,00:41:30,"15%"
"1015",1015,00:41:30,00:41:32,"如果没有达到15%"
"1016",1016,00:41:32,00:41:34,"同意加跨国公司"
"1017",1017,00:41:34,00:41:36,"变成其他的"
"1018",1018,00:41:36,00:41:38,"国家可以把它扣税"
"1019",1019,00:41:38,00:41:40,"补到15%"
"1020",1020,00:41:40,00:41:42,"所以我们看看以台湾的现况"
"1021",1021,00:41:42,00:41:44,"我们很多在很多"
"1022",1022,00:41:44,00:41:46,"公司包括台积电"
"1023",1023,00:41:46,00:41:48,"在台湾才扣4%"
"1024",1024,00:41:48,00:41:50,"所以意思是说如果台积电在其他国家"
"1025",1025,00:41:50,00:41:52,"还有分公司其他国家就可以"
"1026",1026,00:41:52,00:41:54,"提高它的税收补到15%"
"1027",1027,00:41:54,00:41:56,"现在这个问题"
"1028",1028,00:41:56,00:41:58,"如果我们这个不改善"
"1029",1029,00:41:58,00:42:00,"会出现什么事"
"1030",1030,00:42:00,00:42:02,"我们台湾的跨国公司被外国"
"1031",1031,00:42:02,00:42:04,"政府课税"
"1032",1032,00:42:04,00:42:06,"所以这个要解决"
"1033",1033,00:42:06,00:42:08,"如何确保"
"1034",1034,00:42:08,00:42:10,"在台湾"
"1035",1035,00:42:10,00:42:12,"危机地的跨国公司"
"1036",1036,00:42:12,00:42:14,"它的税收是符合世界标准"
"1037",1037,00:42:14,00:42:16,"而不是说在台湾扣没有那么多"
"1038",1038,00:42:16,00:42:18,"然后被其他国家"
"1039",1039,00:42:18,00:42:20,"检查发现说你不到15%"
"1040",1040,00:42:20,00:42:22,"然后变成多扣"
"1041",1041,00:42:22,00:42:24,"这个变成什么 回水落外人田"
"1042",1042,00:42:24,00:42:26,"所以这个要解决"
"1043",1043,00:42:26,00:42:28,"下一张"
"1044",1044,00:42:28,00:42:30,"所以要确保"
"1045",1045,00:42:30,00:42:32,"本土企业在国内的有效税率"
"1046",1046,00:42:32,00:42:34,"就要补足到15%"
"1047",1047,00:42:34,00:42:36,"避免被外国政府追补税"
"1048",1048,00:42:36,00:42:38,"当然是这样"
"1049",1049,00:42:38,00:42:40,"如果这种税的问题"
"1050",1050,00:42:40,00:42:42,"如何把这个"
"1051",1051,00:42:42,00:42:44,"扣除额的技术怎么做"
"1052",1052,00:42:44,00:42:46,"那个是当然是操作的"
"1053",1053,00:42:46,00:42:48,"不过原则上就是说不要让本国的企业"
"1054",1054,00:42:48,00:42:50,"到15%而被外国政府"
"1055",1055,00:42:50,00:42:52,"追税 补税"
"1056",1056,00:42:52,00:42:54,"这样就等于浪费掉"
"1057",1057,00:42:54,00:42:56,"下一张"
"1058",1058,00:42:56,00:42:58,"那"
"1059",1059,00:42:58,00:43:00,"这也是我们要解决的问题"
"1060",1060,00:43:00,00:43:02,"因为我们毕竟一直没有参加"
"1061",1061,00:43:02,00:43:04,"国际的这种"
"1062",1062,00:43:04,00:43:06,"组织 你知道"
"1063",1063,00:43:06,00:43:08,"所以关于这种钱的计算"
"1064",1064,00:43:08,00:43:10,"常常会比较不公平"
"1065",1065,00:43:10,00:43:12,"所以事实上我在4月去美国的时候"
"1066",1066,00:43:12,00:43:14,"我也跟美国政府讲"
"1067",1067,00:43:14,00:43:16,"台湾作为一个世界的"
"1068",1068,00:43:16,00:43:18,"外交上的孤儿"
"1069",1069,00:43:18,00:43:20,"可是有些东西至少要让我们进去"
"1070",1070,00:43:20,00:43:22,"其中一个就是税的问题"
"1071",1071,00:43:22,00:43:24,"因为如果我们没有办法直接参与"
"1072",1072,00:43:24,00:43:26,"国际财政组织"
"1073",1073,00:43:26,00:43:30,"很多这种"
"1074",1074,00:43:30,00:43:32,"算钱的时候"
"1075",1075,00:43:32,00:43:34,"他就说不认账"
"1076",1076,00:43:34,00:43:36,"反正他也不知道你们扣到15%"
"1077",1077,00:43:36,00:43:38,"他补多少你也不知道 就把你补到"
"1078",1078,00:43:38,00:43:40,"这样会造成我们重复课税的问题"
"1079",1079,00:43:40,00:43:42,"那事实上现在"
"1080",1080,00:43:42,00:43:44,"有17个成员他不是以国家名义"
"1081",1081,00:43:44,00:43:46,"加入 所以事实上"
"1082",1082,00:43:46,00:43:48,"能够以国家名义加入当然是最好"
"1083",1083,00:43:48,00:43:50,"不行的话也要先解决实际问题"
"1084",1084,00:43:50,00:43:52,"那实际上是"
"1085",1085,00:43:52,00:43:54,"已经有17个"
"1086",1086,00:43:54,00:43:56,"成员他不是以国家名义"
"1087",1087,00:43:56,00:43:58,"加入这个国际"
"1088",1088,00:43:58,00:44:00,"财政组织"
"1089",1089,00:44:00,00:44:02,"所以这个是台湾政府"
"1090",1090,00:44:02,00:44:04,"当前要马上去解决 不然我们的"
"1091",1091,00:44:04,00:44:06,"本土的跨国企业"
"1092",1092,00:44:06,00:44:08,"会遭受双重课税的问题"
"1093",1093,00:44:08,00:44:10,"下一张"
"1094",1094,00:44:10,00:44:12,"再下一张"
"1095",1095,00:44:12,00:44:14,"所以结论今天"
"1096",1096,00:44:14,00:44:16,"要讲的几点"
"1097",1097,00:44:16,00:44:18,"财政收支划分法要修"
"1098",1098,00:44:18,00:44:20,"因为这已经讲20年了"
"1099",1099,00:44:20,00:44:22,"每个政府在上台之前"
"1100",1100,00:44:22,00:44:24,"都是要修 一旦执政都不肯修"
"1101",1101,00:44:24,00:44:26,"因为权力使人腐化"
"1102",1102,00:44:26,00:44:28,"绝对权力使人绝对腐化"
"1103",1103,00:44:28,00:44:30,"我们是主张"
"1104",1104,00:44:30,00:44:32,"这个地方财政"
"1105",1105,00:44:32,00:44:34,"不可以每一个地方"
"1106",1106,00:44:34,00:44:36,"他的自投财源都不到50%"
"1107",1107,00:44:36,00:44:38,"这是总平均"
"1108",1108,00:44:38,00:44:40,"我们台北市比较高我们都接近70"
"1109",1109,00:44:40,00:44:42,"总平均不到50"
"1110",1110,00:44:42,00:44:44,"台北还可以到70 表示有的限制根本就是"
"1111",1111,00:44:44,00:44:46,"我看"
"1112",1112,00:44:46,00:44:48,"应该说绝大多数的钱都要靠"
"1113",1113,00:44:48,00:44:50,"中央补助"
"1114",1114,00:44:50,00:44:52,"这样长久以来会失去地方自治的精神"
"1115",1115,00:44:52,00:44:54,"因为他的钱都要靠中央补助"
"1116",1116,00:44:54,00:44:56,"所以他没有办法去做"
"1117",1117,00:44:56,00:44:58,"一个他的地方自治的精神"
"1118",1118,00:44:58,00:45:00,"因为他的一切都要靠中央控制"
"1119",1119,00:45:00,00:45:02,"所以这个"
"1120",1120,00:45:02,00:45:04,"我们要做到地方财政自主"
"1121",1121,00:45:04,00:45:06,"还有一点"
"1122",1122,00:45:06,00:45:08,"这个钱分配一定要有一个程度公平"
"1123",1123,00:45:08,00:45:10,"坦白讲新北跟台北"
"1124",1124,00:45:10,00:45:12,"完全每个人平均分到的钱"
"1125",1125,00:45:12,00:45:14,"不一样 蛮惊讶的"
"1126",1126,00:45:14,00:45:16,"这个太奇怪了 表示公司有问题"
"1127",1127,00:45:16,00:45:18,"该修的要修"
"1128",1128,00:45:18,00:45:20,"另外我们的税"
"1129",1129,00:45:20,00:45:22,"我们的税率很高"
"1130",1130,00:45:22,00:45:24,"结果收到的税很少"
"1131",1131,00:45:24,00:45:26,"这表示"
"1132",1132,00:45:26,00:45:28,"我们在台湾这个里面"
"1133",1133,00:45:28,00:45:30,"逃税是个大问题"
"1134",1134,00:45:30,00:45:32,"然后领薪水"
"1135",1135,00:45:32,00:45:34,"很难逃税"
"1136",1136,00:45:34,00:45:36,"那表示什么"
"1137",1137,00:45:36,00:45:38,"资本在赚钱的税一定落得很厉害"
"1138",1138,00:45:38,00:45:40,"这个"
"1139",1139,00:45:40,00:45:42,"所以这个一定 这种课税不公"
"1140",1140,00:45:42,00:45:44,"所以一定要在税制上面要去解决"
"1141",1141,00:45:44,00:45:46,"另外一个是"
"1142",1142,00:45:46,00:45:48,"我们要小心 我们台湾没有参加这种国际财政"
"1143",1143,00:45:48,00:45:50,"组织 你知道"
"1144",1144,00:45:50,00:45:52,"我们会面临那种跨国企业被"
"1145",1145,00:45:52,00:45:54,"课两次税的问题"
"1146",1146,00:45:54,00:45:56,"因为目前的规定是说"
"1147",1147,00:45:56,00:45:58,"跨国企业盈利所的至少扣15%"
"1148",1148,00:45:58,00:46:00,"可是扣15%"
"1149",1149,00:46:00,00:46:02,"如果我们不能被认证"
"1150",1150,00:46:02,00:46:04,"很容易被其他国家又再课一次税"
"1151",1151,00:46:04,00:46:06,"这个要解决"
"1152",1152,00:46:06,00:46:08,"最后就是"
"1153",1153,00:46:08,00:46:10,"那个特别预算法"
"1154",1154,00:46:10,00:46:12,"第83条第4款要删掉"
"1155",1155,00:46:12,00:46:14,"国家遇到战争 瘟疫"
"1156",1156,00:46:14,00:46:15,"天然灾"
"1157",1157,00:46:15,00:46:17,"这个要编特别预算 大家当然没意见"
"1158",1158,00:46:17,00:46:19,"可是不可以一条空白支票"
"1159",1159,00:46:19,00:46:21,"叫做"
"1160",1160,00:46:21,00:46:23,"重大不定期"
"1161",1161,00:46:23,00:46:25,"数年后不定期"
"1162",1162,00:46:25,00:46:27,"是重大事件"
"1163",1163,00:46:27,00:46:29,"这重大事件完全没有定义"
"1164",1164,00:46:29,00:46:31,"所以才会出现在蔡英文认内"
"1165",1165,00:46:31,00:46:33,"他编的特别预算是阿炳"
"1166",1166,00:46:33,00:46:35,"马英九"
"1167",1167,00:46:35,00:46:37,"三倍 三倍左右"
"1168",1168,00:46:37,00:46:39,"这个就变成"
"1169",1169,00:46:39,00:46:41,"特别预算太浮滥了"
"1170",1170,00:46:41,00:46:43,"所以那个应该把它删掉"
"1171",1171,00:46:43,00:46:45,"不准再开货门 以后还是回归常规的预算"
"1172",1172,00:46:45,00:46:47,"这是我们今天一个政策上的主张"
"1173",1173,00:46:47,00:46:49,"好 谢谢大家"
"1174",1174,00:46:49,00:46:51,"好 谢谢柯文哲"
"1175",1175,00:46:51,00:46:53,"总统参选人非常详尽的解说"
"1176",1176,00:46:53,00:46:55,"针对他的财政纪律提出了国政方针"
"1177",1177,00:46:55,00:46:57,"的确国家永续财政是根本"
"1178",1178,00:46:57,00:46:59,"那么接下来"
"1179",1179,00:46:59,00:47:01,"我们就要邀请我们政治大学的"
"1180",1180,00:47:01,00:47:03,"财政系名誉教授曾聚威"
"1181",1181,00:47:03,00:47:05,"曾教授来跟我们分享一下"
"1182",1182,00:47:05,00:47:07,"今天参与我们记者会他的感想"
"1183",1183,00:47:07,00:47:12,"谢谢"
"1184",1184,00:47:12,00:47:16,"在场"
"1185",1185,00:47:16,00:47:18,"先生小姐"
"1186",1186,00:47:18,00:47:20,"先生小姐"
"1187",1187,00:47:20,00:47:26,"我还是"
"1188",1188,00:47:26,00:47:32,"针对"
"1189",1189,00:47:32,00:47:34,"的"
"1190",1190,00:47:34,00:47:36,"的"
"1191",1191,00:47:36,00:47:38,"的"
"1192",1192,00:47:38,00:47:40,"的"
"1193",1193,00:47:40,00:48:03,"招商 鯨�OOOOOOOO Frankly speaking , I do have a feeling that"
"1194",1194,00:48:04,00:48:18,"這次的財政改革措施 從剛才的內容我們都可以知道"
"1195",1195,00:48:18,00:48:22,"已經是考慮非常的周延"
"1196",1196,00:48:22,00:48:27,"所以就一個總統參選人的角度來看"
"1197",1197,00:48:27,00:48:33,"你可以把它看成是一個很重要的未來的施政的方向"
"1198",1198,00:48:33,00:48:36,"以及相關的一些改革的作為"
"1199",1199,00:48:36,00:48:40,"所以因此在今天這個記者會的場合"
"1200",1200,00:48:40,00:48:45,"如果要我從剛才所提到的實質的專業的內容上"
"1201",1201,00:48:45,00:48:48,"來做進一步的補充的話"
"1202",1202,00:48:48,00:48:54,"說實在的 其實並沒有太多在方向上的差別"
"1203",1203,00:48:54,00:48:59,"但是因為今天除了我們從專業的角度"
"1204",1204,00:48:59,00:49:07,"去看待整個國家未來的財政紀律的改善的可能性以外"
"1205",1205,00:49:07,00:49:10,"其實我覺得大家更關心 更重要的就是"
"1206",1206,00:49:10,00:49:14,"如果柯市長真的當選了總統以後"
"1207",1207,00:49:14,00:49:20,"他除了今天告訴我們的政策的主張以外"
"1208",1208,00:49:20,00:49:23,"在政治的承諾上"
"1209",1209,00:49:23,00:49:27,"他可不可以讓他的現在的政策主張"
"1210",1210,00:49:27,00:49:33,"真正的能夠變成他在總統任內"
"1211",1211,00:49:33,00:49:38,"可以真的落實的這樣一個做法"
"1212",1212,00:49:38,00:49:45,"這是我今天在這個場合 這個時機我可能更關心的"
"1213",1213,00:49:45,00:49:51,"所以我就從這個角度來對我們柯市長有一些期許"
"1214",1214,00:49:51,00:49:57,"也希望他剛才所提到的這些專業的改革的想法"
"1215",1215,00:49:57,00:50:03,"能夠在他的未來的任內真正的能夠把它做好"
"1216",1216,00:50:03,00:50:09,"所以我有幾點的看法跟意見給柯市長參考"
"1217",1217,00:50:09,00:50:14,"首先第一個 市長剛剛有特別提到財化法"
"1218",1218,00:50:14,00:50:16,"他也提到20年沒有修正"
"1219",1219,00:50:16,00:50:21,"他也提到了為什麼沒有修正 是因為權力"
"1220",1220,00:50:21,00:50:26,"當你拿到權力了以後 權力會讓人家腐化"
"1221",1221,00:50:26,00:50:31,"權力會讓人家怠惰 權力更可怕的是"
"1222",1222,00:50:31,00:50:39,"他會擁有權力了以後 怕他的權力的失落消失"
"1223",1223,00:50:39,00:50:41,"所以因此當拿到權力了以後"
"1224",1224,00:50:41,00:50:46,"他反而就不敢去做這件事情 不願意做這個事情"
"1225",1225,00:50:46,00:50:50,"所以在這個角度上 所以我們回頭要這樣看"
"1226",1226,00:50:50,00:50:53,"柯市長如果你選上總統 你當了總統以後"
"1227",1227,00:50:53,00:50:59,"我們當然不希望這個權力的這樣的一個擔心"
"1228",1228,00:50:59,00:51:03,"這樣的一個事情再重複的在他身上出現"
"1229",1229,00:51:03,00:51:07,"所以今天我們除了財化法專業的"
"1230",1230,00:51:07,00:51:10,"剛剛所提到的這些應該要改的事項之外"
"1231",1231,00:51:10,00:51:13,"更重要的我希望柯市長可以承諾"
"1232",1232,00:51:13,00:51:19,"他如果當選了總統 他要答應我們 他要承諾我們"
"1233",1233,00:51:19,00:51:25,"一年內 兩年內 我一定把財化法修好"
"1234",1234,00:51:25,00:51:31,"這才是更關鍵 這才代表我們未來在他的領導之下"
"1235",1235,00:51:31,00:51:35,"我們是有希望可以改變20年不改的財化法"
"1236",1236,00:51:35,00:51:37,"我們才有希望可以把財化法"
"1237",1237,00:51:37,00:51:40,"剛才他告訴我們的理念跟改革的方向 可以真正的"
"1238",1238,00:51:40,00:51:45,"在他的主導之下能夠完成 我們這個問題才可以解決"
"1239",1239,00:51:45,00:51:48,"這是第一個 常大財化法的時候"
"1240",1240,00:51:48,00:51:51,"除了剛才所提到的一些所謂的專業的改革方向"
"1241",1241,00:51:51,00:51:55,"跟內容以外 我覺得更重要的我希望柯市長"
"1242",1242,00:51:55,00:52:02,"能夠真正的答應我們 讓我們有更好的未來的希望"
"1243",1243,00:52:02,00:52:07,"第二點我要提到的就是 我們都知道"
"1244",1244,00:52:07,00:52:11,"剛柯市長也提到超徵的問題 特別預算的問題"
"1245",1245,00:52:11,00:52:15,"但是如果我們仔細觀察 蔡英文政府最近這幾年"
"1246",1246,00:52:15,00:52:21,"會導致這樣的一個結果 其實背後有一個很關鍵的因素"
"1247",1247,00:52:21,00:52:26,"各位在場的朋友應該知道 我們有一個叫財政紀律法"
"1248",1248,00:52:26,00:52:30,"我們今天談財政紀律 我們已經有財政紀律法了"
"1249",1249,00:52:30,00:52:35,"為什麼我們還沒有財政紀律的這樣的實施的成效"
"1250",1250,00:52:35,00:52:40,"所以很顯然的 我們對財政紀律法是不夠尊重的"
"1251",1251,00:52:40,00:52:44,"我們對財政紀律法是不在乎的 雖然我們有這個法"
"1252",1252,00:52:44,00:52:48,"但是我們沒有人真正的去依照這個法"
"1253",1253,00:52:48,00:52:53,"而去執行這個財政紀律 如果我們真的對財政紀律的法"
"1254",1254,00:52:53,00:52:56,"是在乎的話 其實柯市長今天也不用"
"1255",1255,00:52:56,00:53:00,"這麼樣的費心再重複一次的告訴我們"
"1256",1256,00:53:00,00:53:04,"他如果能夠選上總統的時候 他要如何去恢復財政紀律"
"1257",1257,00:53:04,00:53:07,"他如何去把財政紀律把它弄好"
"1258",1258,00:53:07,00:53:09,"所以也因為這樣 所以我們就要去思考"
"1259",1259,00:53:09,00:53:13,"那為什麼有財政紀律法了以後 有了預算法了以後"
"1260",1260,00:53:13,00:53:18,"有了公共債務法了以後 我們為什麼還沒有財政紀律可以達成呢"
"1261",1261,00:53:18,00:53:21,"所以這中間我要告訴各位 有一個很重要的部分"
"1262",1262,00:53:21,00:53:24,"就是你有法 屠法不足以自行"
"1263",1263,00:53:24,00:53:30,"更可怕的是 我們今天編特備預算的時候"
"1264",1264,00:53:30,00:53:33,"我們要先制定特別條例"
"1265",1265,00:53:33,00:53:39,"我們在制定特別條例的時候 這個時候就會有一個"
"1266",1266,00:53:39,00:53:43,"通常很常使用的一個伎倆 是什麼"
"1267",1267,00:53:43,00:53:48,"就是把那個其他的法律 財政紀律法或是預算法"
"1268",1268,00:53:48,00:53:50,"或是公共債務法裡面所規定的"
"1269",1269,00:53:50,00:53:54,"應該要把財政紀律要做好的那個條文"
"1270",1270,00:53:54,00:53:56,"我在特別條例裡面 我把它排除"
"1271",1271,00:53:56,00:54:01,"我試問各位 你這些法律規定了 是為了要達到財政紀律法"
"1272",1272,00:54:01,00:54:04,"結果你為了一個特別預算 你在條文裡面"
"1273",1273,00:54:04,00:54:07,"你說我把那些財政紀律的條文通通排除掉"
"1274",1274,00:54:07,00:54:10,"那我問你 你還有財政紀律可以達成嗎"
"1275",1275,00:54:10,00:54:12,"這是我們今天的根本原因"
"1276",1276,00:54:12,00:54:15,"所以我第二個 我要請柯市長幫忙的"
"1277",1277,00:54:15,00:54:21,"他選上總統以後 他一定要設法讓這個現象要改掉"
"1278",1278,00:54:21,00:54:25,"那怎麼改呢 就是我們要有一個很基本的觀念"
"1279",1279,00:54:25,00:54:28,"就是只要是財政紀律法 我們要把財政紀律法規定的"
"1280",1280,00:54:28,00:54:33,"任何的內容 任何的條文當成財政紀律的最後防線"
"1281",1281,00:54:33,00:54:38,"不能夠放棄的防線 這條紅線要抓住"
"1282",1282,00:54:38,00:54:40,"所以換句話說 我們要規定"
"1283",1283,00:54:40,00:54:43,"只要是財政紀律法規定的任何條文"
"1284",1284,00:54:43,00:54:47,"我們不得在其他的法律條文裡面加以排除私用"
"1285",1285,00:54:47,00:54:50,"這樣你財政紀律才有維護的機會"
"1286",1286,00:54:50,00:54:52,"要不然你財政紀律定的都沒有用"
"1287",1287,00:54:52,00:54:55,"你預算法定的也沒有用 你公共債務法定的也沒有用"
"1288",1288,00:54:55,00:54:59,"因為當我有需要的時候 我定了一個特別的條例"
"1289",1289,00:54:59,00:55:02,"我就把所有的財政紀律通通幹掉了"
"1290",1290,00:55:02,00:55:06,"市長 請問這樣 我們能夠有財政紀律嗎"
"1291",1291,00:55:06,00:55:09,"你今天在這邊喊破了喉嚨 你都能夠達到你的效果嗎"
"1292",1292,00:55:09,00:55:11,"根本不可能 所以這是第二個"
"1293",1293,00:55:11,00:55:13,"我希望市長能夠聽進去"
"1294",1294,00:55:13,00:55:16,"當他當總統的時候 能夠帶給我們新的希望"
"1295",1295,00:55:16,00:55:18,"要有一個新的作為"
"1296",1296,00:55:18,00:55:20,"第三點 我要提到了"
"1297",1297,00:55:20,00:55:26,"剛剛市長也很關心說我們的租稅的體系"
"1298",1298,00:55:26,00:55:29,"他有很多的改革的想法"
"1299",1299,00:55:29,00:55:31,"其實我們還有一個更重要的"
"1300",1300,00:55:31,00:55:34,"其實我們稅制在課稅的時候"
"1301",1301,00:55:34,00:55:37,"其實我們有很多很不公平的現象出現"
"1302",1302,00:55:37,00:55:40,"我們一方面當然希望大家都能夠納稅"
"1303",1303,00:55:40,00:55:42,"公平的納稅"
"1304",1304,00:55:42,00:55:46,"但是在某個程度上 我們要讓稅制更加的合理"
"1305",1305,00:55:46,00:55:48,"更加的公平"
"1306",1306,00:55:48,00:55:50,"那公平合理的稅制在專業上"
"1307",1307,00:55:50,00:55:52,"我們其實有很多討論"
"1308",1308,00:55:52,00:55:54,"臺灣也經過了幾十年的改革"
"1309",1309,00:55:54,00:55:56,"其實我們不得不說"
"1310",1310,00:55:56,00:55:58,"其實我們慢慢的是在進步的當中"
"1311",1311,00:55:58,00:56:01,"雖然我們還有很多的問題"
"1312",1312,00:56:01,00:56:03,"很多的弊端沒有解決"
"1313",1313,00:56:03,00:56:06,"但是我們還有更多的問題是地下經濟"
"1314",1314,00:56:06,00:56:08,"我們還是有很多的問題"
"1315",1315,00:56:08,00:56:10,"是我們的生活周遭的體驗"
"1316",1316,00:56:10,00:56:13,"我們看到了 我是一個納稅者"
"1317",1317,00:56:13,00:56:15,"但是我們看到我們周遭好多的朋友"
"1318",1318,00:56:15,00:56:17,"其實他是沒有繳稅的"
"1319",1319,00:56:17,00:56:19,"所以從生活的體驗上"
"1320",1320,00:56:19,00:56:21,"你就會產生那種不公平的感覺"
"1321",1321,00:56:21,00:56:23,"從生活的體驗上"
"1322",1322,00:56:23,00:56:24,"你就會發覺 就會懷疑"
"1323",1323,00:56:24,00:56:26,"為什麼我們的租稅制度"
"1324",1324,00:56:26,00:56:28,"在行使的過程裡面 執行的過程裡面"
"1325",1325,00:56:28,00:56:32,"會有這樣的一種讓我們覺得"
"1326",1326,00:56:32,00:56:34,"不能夠接受的一個狀態"
"1327",1327,00:56:34,00:56:37,"所以這樣一個地下經濟的問題"
"1328",1328,00:56:37,00:56:39,"就考驗著我們"
"1329",1329,00:56:39,00:56:42,"未來到底租稅公平可以執行的"
"1330",1330,00:56:42,00:56:44,"真正的程度到哪裡"
"1331",1331,00:56:44,00:56:46,"各位如果到醫院去"
"1332",1332,00:56:46,00:56:48,"你會看到很多的康復在旁邊"
"1333",1333,00:56:48,00:56:50,"試問哪一個康復拿的錢報稅"
"1334",1334,00:56:50,00:56:53,"拿 你也知道"
"1335",1335,00:56:53,00:56:54,"可以看得出來"
"1336",1336,00:56:54,00:56:56,"很多的在生活經驗裡面"
"1337",1337,00:56:56,00:56:58,"有很多攤販 有很多的小的攤位"
"1338",1338,00:56:58,00:57:00,"其實他的營業額可能也很多"
"1339",1339,00:57:00,00:57:02,"但是實際上"
"1340",1340,00:57:02,00:57:04,"他到底有沒有實際的"
"1341",1341,00:57:04,00:57:10,"所謂的納稅的狀況在現實上"
"1342",1342,00:57:10,00:57:12,"所以某種程度上"
"1343",1343,00:57:12,00:57:15,"你會懷疑租稅的公平性"
"1344",1344,00:57:15,00:57:18,"所以我們要針對這個要改革"
"1345",1345,00:57:18,00:57:20,"我要給柯市長建議"
"1346",1346,00:57:20,00:57:21,"要改革很不容易"
"1347",1347,00:57:21,00:57:23,"尤其是地下經濟"
"1348",1348,00:57:23,00:57:28,"所以要讓地下經濟的行為"
"1349",1349,00:57:28,00:57:29,"能夠解決"
"1350",1350,00:57:29,00:57:31,"逃漏稅的情況可以解決"
"1351",1351,00:57:31,00:57:34,"第一個我們要讓資訊透明公開"
"1352",1352,00:57:34,00:57:36,"這是一個很重要的基本關鍵"
