segment,from,to,text
1019,00:36:29.400,00:36:31.400,最大的支柱大家說對不對
1020,00:36:31.400,00:36:33.400,對
1021,00:36:33.400,00:36:35.400,現在也跟台中鄉親
1022,00:36:35.400,00:36:37.400,大家說抱歉
1023,00:36:37.400,00:36:39.400,前面有什麼再去叫
1024,00:36:39.400,00:36:41.400,再把各位擋住
1025,00:36:41.400,00:36:43.400,抱歉
1026,00:36:43.400,00:36:45.400,跟各位報告一下
1027,00:36:45.400,00:36:47.400,現在我們就是
1028,00:36:47.400,00:36:49.400,我們合照一下好不好
1029,00:36:49.400,00:36:51.400,合照一下
1030,00:36:51.400,00:36:53.400,我們就坐過來
1031,00:36:53.400,00:36:55.400,椅子拿過來
1032,00:36:55.400,00:37:01.400,如果媒體方便的話可以到我們前面這邊
1033,00:37:01.400,00:37:03.400,前面
1034,00:37:03.400,00:37:05.400,我們就坐過來
1035,00:37:05.400,00:37:07.400,我們先進行研訪
1036,00:37:07.400,00:37:09.400,好那請大家稍等一下
1037,00:37:09.400,00:37:11.400,因為今天
1038,00:37:11.400,00:37:13.400,總統要務實聯訪
1039,00:37:13.400,00:37:15.400,請大家聲音放小一點謝謝
1040,00:37:15.400,00:37:21.400,來進步一下進步一下
1041,00:37:21.400,00:37:23.400,進步一下
1042,00:37:23.400,00:37:25.400,不好意思喔
1043,00:37:25.400,00:37:27.400,往後走往後走
1044,00:37:27.400,00:37:29.400,進去後面
1045,00:37:29.400,00:37:31.400,站好進步
1046,00:37:31.400,00:37:33.400,稍等一下
1047,00:37:33.400,00:37:35.400,來主席
1048,00:37:35.400,00:37:37.400,你後移喔
1049,00:37:37.400,00:37:43.400,稍等一下沒關係
1050,00:37:43.400,00:37:49.400,到旁邊
1051,00:37:49.400,00:37:51.400,靠近一點靠近一點
1052,00:37:51.400,00:37:53.400,謝謝
1053,00:37:53.400,00:37:55.400,謝謝
1054,00:37:57.400,00:37:59.400,開力來
1055,00:37:59.400,00:38:03.400,這邊這樣可以嗎
1056,00:38:03.400,00:38:05.400,可以嗎
1057,00:38:05.400,00:38:07.400,這邊這樣可以嗎OK嗎
1058,00:38:07.400,00:38:09.400,都OK
1059,00:38:09.400,00:38:11.400,我先閃開來一點
1060,00:38:11.400,00:38:13.400,還有哪邊
1061,00:38:13.400,00:38:15.400,都OK嗎
1062,00:38:15.400,00:38:17.400,謝謝
1063,00:38:17.400,00:38:19.400,現在我們講一下因為這個民進黨
1064,00:38:19.400,00:38:21.400,把這個黑熊學院的創辦人
1065,00:38:21.400,00:38:23.400,他列入這個不分區
1066,00:38:23.400,00:38:25.400,那就是說這個黑熊部隊會變游擊隊
1067,00:38:25.400,00:38:27.400,這個軍備戰不會進入游擊隊
1068,00:38:27.400,00:38:29.400,那上次看
1069,00:38:29.400,00:38:31.400,上次
1070,00:38:31.400,00:38:33.400,上次
1071,00:38:33.400,00:38:35.400,賴清德說習近平
1072,00:38:35.400,00:38:37.400,不會攻打台灣國防部
1073,00:38:37.400,00:38:39.400,馬上給他打臉
1074,00:38:39.400,00:38:41.400,這一次用了
1075,00:38:41.400,00:38:43.400,黑熊部隊打游擊戰
1076,00:38:43.400,00:38:45.400,國防部馬上說
1077,00:38:45.400,00:38:47.400,哪有人用黑熊部隊
1078,00:38:47.400,00:38:49.400,在打仗的
1079,00:38:49.400,00:38:51.400,馬上又打臉賴清德
1080,00:38:51.400,00:38:53.400,抗中保台
1081,00:38:53.400,00:38:55.400,絕對不是黑熊部隊
1082,00:38:55.400,00:38:57.400,抗中保台
1083,00:38:57.400,00:38:59.400,最重要的總統
1084,00:38:59.400,00:39:01.400,第一個
1085,00:39:01.400,00:39:03.400,我要引戰支持台獨
1086,00:39:03.400,00:39:05.400,地戰
1087,00:39:05.400,00:39:07.400,第二個最主要的
1088,00:39:07.400,00:39:09.400,要強化國防經備能力
1089,00:39:09.400,00:39:11.400,要聽專業的
1090,00:39:11.400,00:39:13.400,作戰官
1091,00:39:13.400,00:39:15.400,更重要的
1092,00:39:15.400,00:39:17.400,我們還是要務實的
1093,00:39:17.400,00:39:19.400,對話跟交流
1094,00:39:19.400,00:39:21.400,所以嚇阻交流
1095,00:39:21.400,00:39:23.400,降低風險
1096,00:39:23.400,00:39:25.400,絕對是讓兩岸和平
1097,00:39:25.400,00:39:27.400,不變的方式
1098,00:39:27.400,00:39:29.400,柯文哲預計在後天登記
1099,00:39:29.400,00:39:31.400,那言下之意就是藍白破局
1100,00:39:31.400,00:39:33.400,那明天的中常會是否會通過你的副手人選
1101,00:39:33.400,00:39:35.400,可是傳出你的副手人選
1102,00:39:35.400,00:39:37.400,不是韓國瑜也不是柯志仁
1103,00:39:37.400,00:39:39.400,是不是科技產業的女伏地
1104,00:39:39.400,00:39:41.400,我目前
1105,00:39:41.400,00:39:43.400,還是朝
1106,00:39:43.400,00:39:45.400,大家共同的藍白
1107,00:39:45.400,00:39:47.400,和人民的期待
1108,00:39:47.400,00:39:49.400,希望政黨輪替的方向
1109,00:39:49.400,00:39:51.400,來走
1110,00:39:51.400,00:39:53.400,那柯文哲主席常常說
1111,00:39:53.400,00:39:55.400,他30秒做最後的決定
1112,00:39:55.400,00:39:57.400,但是他是決定別人的生死
1113,00:39:57.400,00:39:59.400,我是
1114,00:39:59.400,00:40:01.400,一秒鐘決定
1115,00:40:01.400,00:40:03.400,自己的生死
1116,00:40:03.400,00:40:05.400,所以柯文哲
1117,00:40:05.400,00:40:07.400,既然六成民眾
1118,00:40:07.400,00:40:09.400,都希望藍白合作
1119,00:40:09.400,00:40:11.400,我會等你
1120,00:40:11.400,00:40:13.400,等到你最後一刻
1121,00:40:13.400,00:40:15.400,你想通了都在你疑惑之間
1122,00:40:15.400,00:40:17.400,市長
1123,00:40:17.400,00:40:19.400,柯文哲在15個小時內
1124,00:40:19.400,00:40:21.400,就是兩度來見郭台銘
1125,00:40:21.400,00:40:23.400,那麼郭班也證實他去找郭台銘
1126,00:40:23.400,00:40:25.400,二補這個統計協向你看
1127,00:40:25.400,00:40:27.400,柯文哲
1128,00:40:27.400,00:40:29.400,對統計協非常的了解吧
1129,00:40:29.400,00:40:31.400,不用找郭台銘
1130,00:40:31.400,00:40:33.400,二補嘛
1131,00:40:33.400,00:40:35.400,尤其在當天
1132,00:40:35.400,00:40:37.400,馬總統的見證
1133,00:40:37.400,00:40:39.400,底下 朱主席也在
1134,00:40:39.400,00:40:41.400,我也在
1135,00:40:41.400,00:40:43.400,柯文哲主席跟他的
1136,00:40:43.400,00:40:45.400,幕僚都在
1137,00:40:45.400,00:40:47.400,見證以及
1138,00:40:47.400,00:40:49.400,誤證底下大家
1139,00:40:49.400,00:40:51.400,簽名拒絕的所有的
1140,00:40:51.400,00:40:53.400,統計方式
1141,00:40:53.400,00:40:55.400,大家清心的處理
1142,00:40:55.400,00:40:57.400,這根本不用補啦
1143,00:40:57.400,00:40:59.400,有夠了解啦
1144,00:40:59.400,00:41:01.400,所以我還看到
1145,00:41:01.400,00:41:03.400,柯辦辦公室
1146,00:41:03.400,00:41:05.400,還發表了很多
1147,00:41:05.400,00:41:07.400,不實在的事實
1148,00:41:07.400,00:41:09.400,我覺得令我們非常的
1149,00:41:09.400,00:41:11.400,遺憾
1150,00:41:11.400,00:41:13.400,市長你怎麼看關於郭正亮認為說
1151,00:41:13.400,00:41:15.400,會攸關亞洲和兩岸的安全
1152,00:41:15.400,00:41:17.400,那柯文哲是不是也
1153,00:41:17.400,00:41:19.400,合不合也在他的一面之間
1154,00:41:19.400,00:41:21.400,是不是他應該要信守承諾不要再聽
1155,00:41:21.400,00:41:23.400,英太防33等的說法
1156,00:41:23.400,00:41:25.400,面對藍白的合作
1157,00:41:25.400,00:41:27.400,在
1158,00:41:27.400,00:41:29.400,大家
1159,00:41:29.400,00:41:31.400,誠心誠意的
1160,00:41:31.400,00:41:33.400,在馬總統在很多的見證
1161,00:41:33.400,00:41:35.400,人的幕僚底下
1162,00:41:35.400,00:41:37.400,大家共同簽了一個
1163,00:41:37.400,00:41:39.400,合作的方向
1164,00:41:39.400,00:41:41.400,既然有這樣一個方向
1165,00:41:41.400,00:41:43.400,就要拿出誠信
1166,00:41:43.400,00:41:45.400,就要去面對人民的期待
1167,00:41:45.400,00:41:47.400,我們希望的是
1168,00:41:47.400,00:41:49.400,大家一起合作才能夠
1169,00:41:49.400,00:41:51.400,達成政黨人體
1170,00:41:51.400,00:41:53.400,才能夠讓我們台灣
1171,00:41:53.400,00:41:55.400,能夠繁榮永續
1172,00:41:55.400,00:41:57.400,安定的走下去
1173,00:41:57.400,00:41:59.400,我也是抱著這樣的
1174,00:41:59.400,00:42:01.400,一個心意所以從
1175,00:42:01.400,00:42:03.400,頭到尾
1176,00:42:03.400,00:42:05.400,雖然我個人
1177,00:42:05.400,00:42:07.400,受到很多的惡言惡語的
1178,00:42:07.400,00:42:09.400,批評我覺得那個不重要
1179,00:42:09.400,00:42:11.400,重要的是
1180,00:42:11.400,00:42:13.400,人民國家的期待
1181,00:42:13.400,00:42:15.400,要讓兩岸和平
1182,00:42:15.400,00:42:17.400,要讓這塊土地能夠永續
1183,00:42:17.400,00:42:19.400,這才是最重要
1184,00:42:19.400,00:42:21.400,所以我更期待的是既然
1185,00:42:21.400,00:42:23.400,人民的期待是這樣一個想法
1186,00:42:23.400,00:42:25.400,我們就要
1187,00:42:25.400,00:42:27.400,符合人民的期待
1188,00:42:27.400,00:42:29.400,我還是等柯文哲
1189,00:42:29.400,00:42:31.400,主席他最後
1190,00:42:31.400,00:42:33.400,他的一面之間
1191,00:42:33.400,00:42:35.400,到底藍白
1192,00:42:35.400,00:42:37.400,還要不要繼續的合作下去
1193,00:42:37.400,00:42:39.400,我還在等柯文哲的一句話
1194,00:42:39.400,00:42:41.400,賴小配今天
1195,00:42:41.400,00:42:43.400,剛已經完成登記了不過他雖然說
1196,00:42:43.400,00:42:45.400,其他候選人都不知道這個搭配是怎麼樣
1197,00:42:45.400,00:42:47.400,什麼時候會登記那市長有
1198,00:42:47.400,00:42:49.400,預計說星期四或星期五嗎
1199,00:42:49.400,00:42:51.400,那另外今天會不會再跟民眾黨來進行協商
1200,00:42:51.400,00:42:53.400,因為昨天柯文哲幕僚還說
1201,00:42:53.400,00:42:55.400,他們不會接受侯柯配
1202,00:42:55.400,00:42:57.400,那市長有辦法接受柯侯配嗎
1203,00:42:57.400,00:43:01.400,民進黨
1204,00:43:01.400,00:43:03.400,賴小配
1205,00:43:03.400,00:43:05.400,去登記也是
1206,00:43:05.400,00:43:07.400,他們不換藥嘛
1207,00:43:07.400,00:43:09.400,民進黨執政這幾年
1208,00:43:09.400,00:43:11.400,貪贓腐敗
1209,00:43:11.400,00:43:13.400,而且
1210,00:43:13.400,00:43:15.400,在兩岸和平方面
1211,00:43:15.400,00:43:17.400,不會對話不交流
1212,00:43:17.400,00:43:19.400,又是用影戰的方式
1213,00:43:19.400,00:43:23.400,大家就希望放政黨
1214,00:43:23.400,00:43:25.400,文器嘛
1215,00:43:25.400,00:43:27.400,那民進黨誰去登記
1216,00:43:27.400,00:43:29.400,他的結構沒有改變嘛
1217,00:43:29.400,00:43:31.400,結構沒有改變就不符合
1218,00:43:31.400,00:43:33.400,人民的期待嘛
1219,00:43:33.400,00:43:35.400,你難道還要讓
1220,00:43:35.400,00:43:37.400,民進黨很多的派系
1221,00:43:37.400,00:43:39.400,去掌握國家的資源
1222,00:43:39.400,00:43:41.400,讓我們國家
1223,00:43:41.400,00:43:43.400,一直唬爛下去嗎
1224,00:43:43.400,00:43:45.400,這是我們台灣人的聲音嗎
1225,00:43:45.400,00:43:47.400,所以大家看清楚
1226,00:43:47.400,00:43:49.400,市長這個板橋進總
1227,00:43:49.400,00:43:51.400,是不是要成立了
1228,00:43:51.400,00:43:53.400,這個時間點跟藍白河的結合
1229,00:43:53.400,00:43:55.400,有關係嗎
1230,00:43:55.400,00:43:57.400,這個進總的成立還是
1231,00:43:57.400,00:43:59.400,按照我們的期程
1232,00:43:59.400,00:44:01.400,最主要你還看
1233,00:44:01.400,00:44:03.400,民進黨人並沒有
1234,00:44:03.400,00:44:05.400,掛上副總統啊
1235,00:44:05.400,00:44:07.400,只掛了一個總統嘛
1236,00:44:07.400,00:44:09.400,我現在候選人的人選
1237,00:44:09.400,00:44:11.400,我都沒有
1238,00:44:11.400,00:44:13.400,設定是誰
1239,00:44:13.400,00:44:15.400,最主要還是期待是大家
1240,00:44:15.400,00:44:17.400,一起合作嘛
1241,00:44:17.400,00:44:19.400,所以我都用這個心情來看待這件事情
1242,00:44:19.400,00:44:21.400,蔡壁如爆料說
1243,00:44:21.400,00:44:23.400,柯文哲其實早就知道
1244,00:44:23.400,00:44:25.400,政部3%的差別
1245,00:44:25.400,00:44:27.400,但他知情卻是還扮作
1246,00:44:27.400,00:44:29.400,會不會覺得他真的沒有政治誠信
1247,00:44:29.400,00:44:31.400,柯文哲從頭到
1248,00:44:31.400,00:44:33.400,尾都非常清楚
1249,00:44:33.400,00:44:35.400,誤差換為
1250,00:44:35.400,00:44:37.400,是什麼
1251,00:44:37.400,00:44:39.400,更重要的
1252,00:44:39.400,00:44:41.400,他也是在馬總統的見證
1253,00:44:41.400,00:44:43.400,以及他幕僚討論以後
1254,00:44:43.400,00:44:45.400,做了完整的
1255,00:44:45.400,00:44:47.400,紀錄的說明
1256,00:44:47.400,00:44:49.400,那這說明已經非常的
1257,00:44:49.400,00:44:51.400,清楚人證物證
1258,00:44:51.400,00:44:53.400,聚散
1259,00:44:53.400,00:44:55.400,很遺憾的
1260,00:44:55.400,00:44:57.400,事後他既然說
1261,00:44:57.400,00:44:59.400,他是退讓
1262,00:44:59.400,00:45:01.400,6%
1263,00:45:01.400,00:45:03.400,造成很多
1264,00:45:03.400,00:45:05.400,很多人的誤解
1265,00:45:05.400,00:45:07.400,我們沒有這個
1266,00:45:07.400,00:45:09.400,6%
1267,00:45:09.400,00:45:11.400,的誤差換為
1268,00:45:11.400,00:45:13.400,裡面的說法
1269,00:45:13.400,00:45:15.400,我們從頭到尾都沒有提
1270,00:45:15.400,00:45:17.400,所以
1271,00:45:17.400,00:45:19.400,要誤導四天
1272,00:45:19.400,00:45:21.400,更重要的
1273,00:45:21.400,00:45:23.400,不要去傷害
1274,00:45:23.400,00:45:25.400,後外合作的感情
1275,00:45:25.400,00:45:27.400,那已經好幾天了
1276,00:45:27.400,00:45:29.400,繼續還在說
1277,00:45:29.400,00:45:31.400,這件事情
1278,00:45:31.400,00:45:33.400,柯文哲主席很清楚
1279,00:45:33.400,00:45:35.400,包括你去的幕僚很清楚
1280,00:45:35.400,00:45:37.400,你們是討論好
1281,00:45:37.400,00:45:39.400,都是做好見證
1282,00:45:39.400,00:45:41.400,簽了名 事實記載
1283,00:45:41.400,00:45:43.400,不要再發表故事的言論
1284,00:45:43.400,00:45:45.400,(謝謝)
1285,00:45:45.400,00:45:47.400,(謝謝)
1286,00:45:47.400,00:45:49.400,(我們合照)
1287,00:45:49.400,00:45:51.400,(謝謝)
1288,00:45:51.400,00:45:53.400,(謝謝)
1289,00:45:53.400,00:45:55.400,(我們合照)
1290,00:45:55.400,00:45:57.400,(各位領導合照)
1291,00:45:57.400,00:45:59.400,(謝謝我們各位媒體)
1292,00:45:59.400,00:46:01.400,(我們媒體)
1293,00:46:01.400,00:46:03.400,(在我們前面)
1294,00:46:03.400,00:46:05.400,(謝謝)
1295,00:46:05.400,00:46:07.400,(前面也讓多一下)
1296,00:46:07.400,00:46:09.400,(然後呢)
1297,00:46:09.400,00:46:11.400,(我跟你講)
1298,00:46:11.400,00:46:13.400,(現在呢)
1299,00:46:13.400,00:46:15.400,(我們議會選舉)
1300,00:46:15.400,00:46:17.400,(我們看前面)
1301,00:46:17.400,00:46:19.400,(好友一)
1302,00:46:19.400,00:46:21.400,(好友一)
1303,00:46:21.400,00:46:23.400,(林國帥)
1304,00:46:23.400,00:46:25.400,(林國帥)
1305,00:46:25.400,00:46:27.400,(葉元智)
1306,00:46:27.400,00:46:29.400,(葉元智)
1307,00:46:29.400,00:46:31.400,(好友一)
1308,00:46:31.400,00:46:33.400,(好友一)
1309,00:46:33.400,00:46:35.400,(謝謝)
1310,00:46:35.400,00:46:37.400,(在我們南朝第一線)
1311,00:46:37.400,00:46:39.400,(為我們領一次名呼)
1312,00:46:39.400,00:46:41.400,(我們要感謝)
1313,00:46:41.400,00:46:43.400,(各位今天親自到場的比賽)
1314,00:46:43.400,00:46:45.400,(有你們在就知道)
1315,00:46:45.400,00:46:47.400,(現在台灣詐騙的集團)
1316,00:46:47.400,00:46:49.400,(跟台灣現在詐騙的案子)
1317,00:46:49.400,00:46:51.400,(實在是令人知乎皆是)
1318,00:46:51.400,00:46:53.400,(因為各位在我們第一線)
1319,00:46:53.400,00:46:55.400,(我們的市民)
1320,00:46:55.400,00:46:57.400,(我們的民族)
1321,00:46:57.400,00:46:59.400,(也不由感謝的心聲)
1322,00:46:59.400,00:47:01.400,(每一年)
1323,00:47:01.400,00:47:03.400,(我們有在利用)
1324,00:47:03.400,00:47:05.400,(大家)
1325,00:47:05.400,00:47:07.400,(大家在一起)
1326,00:47:07.400,00:47:09.400,(大家一起)
1327,00:47:09.400,00:47:11.400,(就讓我們一起)
1328,00:47:11.400,00:47:13.400,(就讓我們一生)
1329,00:47:13.400,00:47:15.400,(一生的體會一起)
1330,00:47:15.400,00:47:17.400,(一步一步好)
1331,00:47:17.400,00:47:19.400,(一步一步愛好)
1332,00:47:19.400,00:47:21.400,(謝謝)
1333,00:47:21.400,00:47:23.400,(謝謝)
1334,00:47:23.400,00:47:25.400,(謝謝大家)
1335,00:47:25.400,00:47:27.400,(今天同一時間)
1336,00:47:27.400,00:47:29.400,(我們也感謝你們)
1337,00:47:29.400,00:47:31.400,(在我們台灣的第一名)
1338,00:47:31.400,00:47:33.400,(我們也感謝你們)
1339,00:47:33.400,00:47:35.400,(在台灣的第一名)
1340,00:47:35.400,00:47:37.400,(在台灣的第一名)
1341,00:47:37.400,00:47:39.400,(我們也感謝你們)
1342,00:47:39.400,00:47:41.400,(在台灣的第一名)
1343,00:47:41.400,00:47:43.400,(我們也感謝你們)
1344,00:47:43.400,00:47:45.400,(在台灣的第一名)
1345,00:47:45.400,00:47:47.400,(我們也感謝你們)
1346,00:47:47.400,00:47:49.400,(在台灣的第一名)
1347,00:47:49.400,00:47:51.400,(謝謝大家今天一場的支持)
1348,00:47:51.400,00:47:53.400,(看到嗎)
1349,00:47:53.400,00:47:55.400,(我們)
1350,00:47:55.400,00:47:57.400,(我們一起找到感覺的成果)
1351,00:47:57.400,00:47:59.400,(我們送到大陸)
1352,00:47:59.400,00:48:01.400,(送到大陸的那一座)
1353,00:48:01.400,00:48:03.400,(新的中國)
1354,00:48:03.400,00:48:05.400,(謝謝)
1355,00:48:06.400,00:48:08.400,百萬訂閱大突破
1356,00:48:08.400,00:48:09.400,台視新聞
1357,00:48:09.400,00:48:10.400,TTV NEWS
1358,00:48:10.400,00:48:11.400,感謝有你
1359,00:48:11.400,00:48:13.400,重要直播隨時掌握
1360,00:48:13.400,00:48:15.400,時事新聞不漏接
1361,00:48:15.400,00:48:17.400,一刀未剪
1362,00:48:17.400,00:48:19.400,新聞看得更完整
1363,00:48:19.400,00:48:21.400,國際重大事件
1364,00:48:21.400,00:48:23.400,Catch時事最新脈動
1365,00:48:23.400,00:48:25.400,按讚訂閱開啟小鈴鐺
1366,00:48:25.400,00:48:27.400,按讚訂閱開啟小鈴鐺
1367,00:48:27.400,00:48:29.400,謝謝大家
1368,00:48:29.400,00:48:31.400,謝謝大家
1369,00:48:31.400,00:48:33.400,謝謝大家
1370,00:48:33.400,00:48:35.400,謝謝大家
1371,00:48:35.400,00:48:37.400,謝謝大家
1372,00:48:37.400,00:48:39.400,謝謝大家
1373,00:48:39.400,00:48:41.400,謝謝大家
1374,00:48:41.400,00:48:43.400,謝謝大家
